성병 걸릴 확률: 똥꼬충>>>>>>(넘사벽)>>>>>>>(에이즈의 벽)>>>>>>> 한남과 섹스>>>>>>>>넘사벽>>>>>>>>>> 한남과 섹스해본적 있는 바이와 레즈의 섹스>>> 레즈	0	1	1	0	0	0	0	0	0	0	0	[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]
정규직으로 제일 빡센 일 시키면 되지 뭐~^^	0	0	0	0	0	0	0	0	0	1	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
잇이건 진짜 첨들어 본다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	0	1	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
무서우면 재기후장에 들가서 숨어라이기	0	0	0	0	0	0	0	0	1	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
씨발 홍어 새끼들 진짜 싫다................이제는 싫다는 말도 못하노?,,,,,,,	0	0	0	0	0	1	0	0	0	0	0	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
내 주변에 전에 다니던 직장에서 알게된 탈북자 있는데 러시아어 통역하는데 월급 나보다 많았다. 거기에 지원금 까지 나오겠지 집도 공짜로 주고 시발 부러움	0	0	0	0	0	0	0	0	1	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
저게 왜 AV스눕 짤이냐? ㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
오지랖은... 글고 솔직히 말해서 실제로 오바마 정도 수입한다고하면 웬만한 나라들은 쌍수들어 환영하겠다. 지들도 트럼프 당선되기 전까지는 조옷빠지게 빨았으면서.	0	0	0	0	0	0	0	0	1	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
파퀴새끼랑 결혼해서파퀴로 끌려가집주변 100m 도 못 벗어나게말 그대로 성노예가 되어 살면그제서야 자신이 무슨 실수를 했는지 깨달을 듯?	0	0	0	1	0	0	0	0	0	0	0	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
제발 행동으로옮겨서 틀딱새끼들 면상에 빵꾸낫으면좋겟다 그	0	0	0	0	1	0	0	0	0	0	0	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
흉자들 진심 도와주면안됨 ㅋㅋㅋㅋㅋ 보지말안듣고 대가리깨져도 한남충 못잃어련들 뭣하러 도와줌	1	1	0	0	0	0	0	0	0	0	0	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
젠신병자들 성형정보 공유까펜가보노 잘왔다이기야노	0	0	1	0	0	0	0	1	0	0	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]
총학생회랑 총여학생회는 왜나눠져있는건가요? 남녀를 왜그리나눠서 분쟁을 만드려하는지	0	0	0	0	0	0	0	0	0	1	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
베트남설리 젖이 너무 커서계속 가슴골 모자이크네 씨발교육방송 클라스	1	0	0	0	0	0	0	0	0	0	0	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
끝까지싸워서 꼭이겨라 맘충들은 아예싹을잘라야한다	1	0	0	0	0	0	0	0	0	0	0	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
애비는 패야재맛 ^느^	0	1	0	0	0	0	0	0	0	0	0	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
무식해서 그렇다. 머구 무식하고 답답한 사고방식 가진 인간들 많다	0	0	0	0	0	1	0	0	0	0	0	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
항문성교하다귀두에콩나물걸려나오는거아니냐	0	0	1	0	0	0	0	0	0	0	0	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
촌놈들은 답이없어요;;에휴	0	0	0	0	0	1	0	0	0	0	0	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
와 그래프 앵나 좆같다	0	0	0	0	0	0	0	0	1	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
씨발 전라도 팡팡 터지는구나 ㅋㅋㅋ	0	0	0	0	0	1	0	0	0	0	0	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
이노무~~~ 홍어 쉐끼드을~~~ 청정 감자국에 홍어 악취 배기게 하지말고 써억 꺼져라 ~~	0	0	0	0	0	1	0	0	0	0	0	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
강간은 이해하는데 목사개끼들 왜 똥까지 먹이는애들 많은거냐??? 왜구롤까!????	0	0	0	0	0	0	1	0	0	0	0	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
서울 특징 계집애같은거 좋아해서 게이짓까지함	0	0	1	0	0	1	0	0	0	0	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
애초에 한국여자란 몸섞는거자체가 위험하다이년들은 수틀리면 강간당했다함	1	0	0	0	0	0	0	0	0	0	0	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
도긴개긴이네 ㅋ여자들이 진짜 선동에 쉽게 넘어가긴 함개빡대가리 족속이라 그런가종교권력이 오지긴 하지	1	0	0	0	0	0	0	0	0	0	0	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
일본 걱정하는 화장실 휴지신문 아닌가?	0	0	0	0	0	0	0	0	1	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
쫌...아...목사를 하지말던가..ㅜㅜ 왜 굳이...	0	0	0	0	0	0	1	0	0	0	0	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
그냥 인도네시아로 가던가..왜 굳이 한국까지 와서 저지랄임	0	0	0	1	0	0	0	0	0	0	0	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
'주변 cctv 추적하고 재가 이용한 가게 카드내역 추적해서'아니 좀 이해가 안되는게 저럴 시간에 범인을 잡는게 맞는거 아님?왜 수사력을 애먼 목격자 찾는데 허비함?	0	0	0	0	0	0	0	0	1	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
공정한 세상이왓네.. 역시 촛불정부 ... 토착왜구 진짜왜구 골통목사 골통 교수 골통국개의원 다꺼져 선거때보자..	0	0	0	1	0	0	0	0	0	0	0	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
김문수 가즈아!!!!!!!!!!!!!!!!!!!!!!!!!무적권 자유 한국당만 뽑느다	0	0	0	0	0	0	0	0	0	1	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
코로나는 하나님이 회개하라고 주어진 시간이라고 생각합니다. 비록 모임금지와 예배를 드리지 못하는 박해의 시기를 견디고 있지만 초대교회의 사도들과 성도들의 신앙을 본받아 견디고 승리하면 반드시 좋은 날이 올거라고 생각합니다.	0	0	0	0	0	0	0	0	0	1	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
하다하다 이제 별 놈들이 다 설쳐데네. 나라 꼬라지 잘 돌아간다.	0	0	0	0	0	0	0	0	1	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
댓글에 급식이 판을치노	0	0	0	0	1	0	0	0	0	0	0	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
모르면 몰라도 더 심했을거다. 만약 병신같은 일게이가 홍팍이나 오유 새끼들, 또는 이것과 마찬가지로 여초 낙태충 년들한테 이 짓을 당했으면 ㅋㅋㅋㅋ 시발 상상만 해도 재밌네 ㅋㅋㅋㅋㅋㅋ	1	0	0	0	0	1	0	0	0	0	0	[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]
정말 속상하네요 아이들을 보호해야할 학교가 인권으로 포장한 성정체성 혼란 가중시키는 교육이라니요 정상과 비정상의 개념부터 무너뜨리는 악행입니다 대체 왜	0	0	1	0	0	0	0	0	0	0	0	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
동성애를 옹호하는 정의당이 N번방 사건에 대해서 따지니 어의없습니다. 정의당은 인민더불어민주당과 함께 북한가세요. 가자마자 험한 일 당하겠지만..	0	0	1	0	0	0	0	0	0	0	0	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
이런짤 어디서 찾는거노	0	0	0	0	0	0	0	0	0	1	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
어디에 붙어있는 개지잡 꼴통학교냐 ㅋㅋ	0	0	0	0	0	0	0	1	0	0	0	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
보통과 곱배기로 차별해서 판매하는것은 어떠한지요?	0	0	0	0	0	0	0	0	0	1	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
개슬람새끼들 수염 존나더럽게기르네	0	0	0	0	0	0	1	0	0	0	0	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
이딴 기사 그만 내보내라. 나라를 구했나 남자 좋아하는게 무슨 자랑이라고... 신문지면에 내라 포털에 올리지말고	0	0	0	0	0	0	0	0	1	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
저래 놓고도,,, 오해입니다. 이슬람은 평화라는 뜻입니다. 이슬람은 평화를 사랑하고.... 주절주절 방송에 나와 쉴드치는	0	0	0	0	0	0	1	0	0	0	0	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
쟤네 다 전라도로 보내면 안되나? 난민들 소금노예 삼는거 인정해주께 조금이라도 나라에 도움이 되어봐라 라도새끼들아	0	0	0	1	0	1	0	0	0	0	0	[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]
네오나치 대변하는 정당이 국민전선인데, 이런거 끌고 와서 자위하는 일베충들 봐라ㅋㅋㅋ야 르펜 같은 애들이 너네 유럽 발도 못 붙이게 하고 싶어서 난리인거 아냐?ㅋㅋㅋㅋㅋㅋㅋㅋ	0	0	0	0	0	0	0	1	0	0	0	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
개좆팔새끼들 알바만 봐도 군대갔다온 냄져 우선순위라고 써놓은곳 개많음 좆팔 인생편하게 산다	0	1	0	0	0	0	0	0	0	0	0	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
깔깔 한남들 도태각 뾰좆하다이니	0	1	0	0	0	0	0	0	0	0	0	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
ㅅㅂ 나 browsec 쓰는데	0	0	0	0	0	0	0	0	1	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
여자는 원래 철이 안드는거노 껄레껄레	1	0	0	0	0	0	0	0	0	0	0	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
